canon,target_type,y_true,y_pred_chemprop,y_pred_lgb,y_pred_blend
*/C=C\C(C#N)C*,egc,5.3057,5.528832912445068,4.7006921477083825,5.288771339749762
*=CC1OC(C=*)C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,egc,5.0857,4.890029430389404,4.957530588946123,4.909596676649807
*=CC1OC(C=*)C2C(=O)N(c3cccc(C(F)(F)F)c3)C(=O)C12,egc,5.0879,4.899231910705566,4.851758255700358,4.8854702402656764
*C#CC#CCCCCCCCC*,egc,5.4216,4.14666223526001,6.092274662062896,4.710656665823201
*C#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,tg,67.0,87.08261108398438,82.4000856072912,85.58110538726396
*C#CC(=C(*)c1cnc2ccccc2c1)c1cnc2ccccc2c1,egb,0.5725,2.1751818656921387,2.213098274339082,2.181772027395797
*C#CC(COS(=O)(=O)c1ccc(C)cc1)=C(*)COS(=O)(=O)c1ccc(C)cc1,tg,-73.0,79.50177764892578,88.32077569591176,82.32969089207317
*C#CC=C*,egc,1.1342,1.7618910074234009,4.0611673880155745,2.428405599494752
*C#Cc1c(F)c(F)c(C#Cc2cc(CCCCCC)c(*)s2)c(F)c1F,egc,2.8156,2.095245361328125,2.1193183833788143,2.102223652675556
*C#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,tg,80.0,67.82530975341797,70.92868346745036,68.82044225912784
*C#Cc1cc(CCCCCC)c(*)s1,egc,1.5751,2.6574902534484863,2.4989628414644627,2.611536302795783
*C#Cc1cc(OCC(CC)CCCC)c(C#Cc2cc(OCCNCCCC)c(*)cc2OCCNCCCC)cc1OCC(CC)CCCC,egc,2.9566,2.9473822116851807,3.64177423757577,3.148672679321293
*C#Cc1cc(OCCCCCC)c(C#Cc2ccc3c(-c4c(O)ccc5cc(*)ccc45)c(O)ccc3c2)cc1OCCCCCC,egc,3.0868,2.8268308639526367,2.698337915420166,2.789583308200723
*C#Cc1cccc(C#C[SiH](*)C)c1,tg,72.0,46.50532913208008,79.295934319147,57.02001415245103
*C#Cc1cccc(C#C[Si](*)(C)C)c1,tg,50.0,101.42462921142578,94.67509054432296,99.26031194089879
*C#Cc1ccccc1C#C[SiH](*)c1ccccc1,tg,71.0,92.100830078125,115.96124641534904,99.75194724444606
*C#Cc1sc(-c2sc(*)c3c2OCCO3)c2c1OCCO2,egc,1.7209,1.4141381978988647,2.439114838650453,1.7112585847125903
*C(*)(F)Cl,egc,3.6564,6.579475402832031,6.689244494099055,6.611295283950038
*C(*)(F)Cl,tg,77.0,-15.756790161132812,12.986557190307622,-6.539904955527866
*C(*)(F)F,egc,7.2027,4.206876277923584,6.217802980373065,4.789804020791673
*C(*)C,egb,7.4047,6.768763065338135,7.776989804616555,6.944000580780731
*C(*)C(=O)OC,tg,80.25,93.27474212646484,33.663092085353426,74.15958032475197
*C(*)C(=O)OC(C)C,tg,70.0,48.69328308105469,56.9238469602325,51.33250813456881
*C(*)C(=O)OC1CCCCC1,tg,140.0,91.41434478759766,79.01737437995838,87.43911351938677
*C(*)C(=O)OCC,tg,12.35,59.336395263671875,25.344491051434083,48.43649988219626
*C(*)F,egc,6.7608,5.936694622039795,6.326928355672566,6.049815636973085
*C(*)O,egc,6.4482,6.862986087799072,6.064699698523319,6.63157870607004
*C(=C(*)c1ccc(C(C)(C)C)cc1)c1ccccc1,tg,200.0,231.1681365966797,233.1594908698997,231.8066872677462
*C(=C(*)c1ccc(CCCC)cc1)c1ccccc1,tg,200.0,153.38636779785156,119.8351814896179,142.6277936855933
